MIR_Pass,LLVM_Pass,co_count
ScalarReplacementOfAggregates,auto-upgrade-debug-info,3
ScalarReplacementOfAggregates,binop-extract-shuffle,3
ScalarReplacementOfAggregates,bitcode-version-upgrade,3
ScalarReplacementOfAggregates,block-placement,3
ScalarReplacementOfAggregates,branch-fold,3
ScalarReplacementOfAggregates,cfi-fixup,3
ScalarReplacementOfAggregates,cgdata-for-merging,3
ScalarReplacementOfAggregates,cgp,3
ScalarReplacementOfAggregates,cgp-branch-opts,3
ScalarReplacementOfAggregates,cgp-delete-phis,3
ScalarReplacementOfAggregates,cgp-ext-ld-promotion,3
ScalarReplacementOfAggregates,cgp-gc-opts,3
ScalarReplacementOfAggregates,cgp-select2branch,3
ScalarReplacementOfAggregates,cgp-store-extract,3
ScalarReplacementOfAggregates,chr,3
ScalarReplacementOfAggregates,cleanups,3
ScalarReplacementOfAggregates,complex-addr-modes,3
ScalarReplacementOfAggregates,constant-hoisting,3
ScalarReplacementOfAggregates,copyprop,3
ScalarReplacementOfAggregates,demotion,3
ScalarReplacementOfAggregates,early-ifcvt,3
ScalarReplacementOfAggregates,early-taildup,3
ScalarReplacementOfAggregates,expand-reductions,3
ScalarReplacementOfAggregates,gep-const-evaluation,3
ScalarReplacementOfAggregates,global-outlining,3
ScalarReplacementOfAggregates,i2p-p2i-opt,3
ScalarReplacementOfAggregates,icp,3
ScalarReplacementOfAggregates,ifcvt-diamond,3
ScalarReplacementOfAggregates,ifcvt-forked-diamond,3
ScalarReplacementOfAggregates,ifcvt-simple,3
ScalarReplacementOfAggregates,ifcvt-simple-false,3
ScalarReplacementOfAggregates,ifcvt-triangle,3
ScalarReplacementOfAggregates,ifcvt-triangle-false,3
ScalarReplacementOfAggregates,ifcvt-triangle-rev,3
ScalarReplacementOfAggregates,interleaved-load-combine,3
ScalarReplacementOfAggregates,last-run-tracking,3
ScalarReplacementOfAggregates,layout-fsprofile-loader,3
ScalarReplacementOfAggregates,lftr,3
ScalarReplacementOfAggregates,licm-promotion,3
ScalarReplacementOfAggregates,loop-idiom-vectorize-all,3
ScalarReplacementOfAggregates,loop-idiom-vectorize-bytecmp,3
ScalarReplacementOfAggregates,loop-level-heuristics,3
ScalarReplacementOfAggregates,lsr,3
ScalarReplacementOfAggregates,machine-cse,3
ScalarReplacementOfAggregates,machine-dce,3
ScalarReplacementOfAggregates,machine-licm,3
ScalarReplacementOfAggregates,machine-sink,3
ScalarReplacementOfAggregates,mergeicmps,3
ScalarReplacementOfAggregates,mr-partial-inlining,3
ScalarReplacementOfAggregates,nofree-inference,3
ScalarReplacementOfAggregates,non-allocatable-phys-copy-opt,3
ScalarReplacementOfAggregates,nounwind-inference,3
ScalarReplacementOfAggregates,ondemand-mds-loading,3
ScalarReplacementOfAggregates,partial-inlining,3
ScalarReplacementOfAggregates,partial-libcall-inlining,3
ScalarReplacementOfAggregates,peephole,3
ScalarReplacementOfAggregates,phi-elim-edge-splitting,3
ScalarReplacementOfAggregates,post-ra,3
ScalarReplacementOfAggregates,postra-machine-licm,3
ScalarReplacementOfAggregates,postra-machine-sink,3
ScalarReplacementOfAggregates,preheader-prot,3
ScalarReplacementOfAggregates,preinline,3
ScalarReplacementOfAggregates,promote-alloca-to-vector,3
ScalarReplacementOfAggregates,ra-fsprofile-loader,3
ScalarReplacementOfAggregates,replace-with-vec-lib,3
ScalarReplacementOfAggregates,sample-loader-inlining,3
ScalarReplacementOfAggregates,select-optimize,3
ScalarReplacementOfAggregates,separate-const-offset-from-gep,3
ScalarReplacementOfAggregates,spill-fusing,3
ScalarReplacementOfAggregates,ssc,3
ScalarReplacementOfAggregates,strictnode-mutation,3
ScalarReplacementOfAggregates,tail-calls,3
ScalarReplacementOfAggregates,tail-duplicate,3
ScalarReplacementOfAggregates,type-promotion,3
ScalarReplacementOfAggregates,vector-combine,3
ScalarReplacementOfAggregates,vp,3
ScalarReplacementOfAggregates,whole-program-visibility,3
SingleUseConsts,2addr-hack,3
SingleUseConsts,adv-copy-opt,3
SingleUseConsts,advanced-peeling,3
SingleUseConsts,auto-upgrade-debug-info,3
SingleUseConsts,binop-extract-shuffle,3
SingleUseConsts,bitcode-version-upgrade,3
SingleUseConsts,block-placement,3
SingleUseConsts,branch-fold,3
SingleUseConsts,cfi-fixup,3
SingleUseConsts,cgdata-for-merging,3
SingleUseConsts,cgp,3
SingleUseConsts,cgp-branch-opts,3
SingleUseConsts,cgp-delete-phis,3
SingleUseConsts,cgp-ext-ld-promotion,3
SingleUseConsts,cgp-gc-opts,3
SingleUseConsts,cgp-select2branch,3
SingleUseConsts,cgp-store-extract,3
SingleUseConsts,chr,3
SingleUseConsts,cleanups,3
SingleUseConsts,complex-addr-modes,3
SingleUseConsts,constant-hoisting,3
SingleUseConsts,copyprop,3
SingleUseConsts,demotion,3
SingleUseConsts,dfa-sched,3
SingleUseConsts,early-ifcvt,3
SingleUseConsts,expand-reductions,3
SingleUseConsts,gep-const-evaluation,3
SingleUseConsts,global-outlining,3
SingleUseConsts,i2p-p2i-opt,3
SingleUseConsts,icp,3
SingleUseConsts,ifcvt-diamond,3
SingleUseConsts,ifcvt-simple,3
SingleUseConsts,ifcvt-simple-false,3
SingleUseConsts,ifcvt-triangle,3
SingleUseConsts,ifcvt-triangle-false,3
SingleUseConsts,ifcvt-triangle-rev,3
SingleUseConsts,interleaved-load-combine,3
SingleUseConsts,last-run-tracking,3
SingleUseConsts,layout-fsprofile-loader,3
SingleUseConsts,lftr,3
SingleUseConsts,licm-promotion,3
SingleUseConsts,loop-idiom-vectorize-all,3
SingleUseConsts,loop-idiom-vectorize-bytecmp,3
SingleUseConsts,loop-level-heuristics,3
SingleUseConsts,lsr,3
SingleUseConsts,machine-cse,3
SingleUseConsts,machine-dce,3
SingleUseConsts,machine-licm,3
SingleUseConsts,machine-sink,3
SingleUseConsts,memop-opt,3
SingleUseConsts,mergeicmps,3
SingleUseConsts,mr-partial-inlining,3
SingleUseConsts,nofree-inference,3
SingleUseConsts,non-allocatable-phys-copy-opt,3
SingleUseConsts,nounwind-inference,3
SingleUseConsts,ondemand-mds-loading,3
SingleUseConsts,partial-inlining,3
SingleUseConsts,partial-libcall-inlining,3
SingleUseConsts,peephole,3
SingleUseConsts,phi-elim-edge-splitting,3
SingleUseConsts,post-ra,3
SingleUseConsts,postra-machine-licm,3
SingleUseConsts,postra-machine-sink,3
SingleUseConsts,preheader-prot,3
SingleUseConsts,preinline,3
SingleUseConsts,promote-alloca-to-vector,3
SingleUseConsts,ra-fsprofile-loader,3
SingleUseConsts,replace-with-vec-lib,3
SingleUseConsts,sample-loader-inlining,3
SingleUseConsts,select-optimize,3
SingleUseConsts,separate-const-offset-from-gep,3
SingleUseConsts,spill-fusing,3
SingleUseConsts,ssc,3
SingleUseConsts,strictnode-mutation,3
SingleUseConsts,tail-calls,3
SingleUseConsts,tail-duplicate,3
SingleUseConsts,thinlto-funcattrs,3
SingleUseConsts,type-promotion,3
SingleUseConsts,vector-combine,3
SingleUseConsts,vp,3
SingleUseConsts,whole-program-visibility,3
UnreachableEnumBranching,2addr-hack,3
UnreachableEnumBranching,adv-copy-opt,3
UnreachableEnumBranching,advanced-peeling,3
UnreachableEnumBranching,auto-upgrade-debug-info,3
UnreachableEnumBranching,bitcode-version-upgrade,3
UnreachableEnumBranching,block-placement,3
UnreachableEnumBranching,branch-fold,3
UnreachableEnumBranching,cfi-fixup,3
UnreachableEnumBranching,cgdata-for-merging,3
UnreachableEnumBranching,cgp,3
UnreachableEnumBranching,cgp-branch-opts,3
UnreachableEnumBranching,cgp-delete-phis,3
UnreachableEnumBranching,cgp-ext-ld-promotion,3
UnreachableEnumBranching,cgp-gc-opts,3
UnreachableEnumBranching,cgp-select2branch,3
UnreachableEnumBranching,cgp-store-extract,3
UnreachableEnumBranching,chr,3
UnreachableEnumBranching,cleanups,3
UnreachableEnumBranching,complex-addr-modes,3
UnreachableEnumBranching,constant-hoisting,3
UnreachableEnumBranching,copyprop,3
UnreachableEnumBranching,demotion,3
UnreachableEnumBranching,dfa-sched,3
UnreachableEnumBranching,early-ifcvt,3
UnreachableEnumBranching,early-taildup,3
UnreachableEnumBranching,expand-reductions,3
UnreachableEnumBranching,gep-const-evaluation,3
UnreachableEnumBranching,global-outlining,3
UnreachableEnumBranching,i2p-p2i-opt,3
UnreachableEnumBranching,icp,3
UnreachableEnumBranching,ifcvt-diamond,3
UnreachableEnumBranching,ifcvt-forked-diamond,3
UnreachableEnumBranching,ifcvt-simple,3
UnreachableEnumBranching,ifcvt-simple-false,3
UnreachableEnumBranching,ifcvt-triangle,3
UnreachableEnumBranching,ifcvt-triangle-false,3
UnreachableEnumBranching,ifcvt-triangle-rev,3
UnreachableEnumBranching,last-run-tracking,3
UnreachableEnumBranching,layout-fsprofile-loader,3
UnreachableEnumBranching,lftr,3
UnreachableEnumBranching,licm-promotion,3
UnreachableEnumBranching,loop-idiom-vectorize-all,3
UnreachableEnumBranching,loop-idiom-vectorize-bytecmp,3
UnreachableEnumBranching,loop-level-heuristics,3
UnreachableEnumBranching,lsr,3
UnreachableEnumBranching,machine-cse,3
UnreachableEnumBranching,machine-dce,3
UnreachableEnumBranching,machine-licm,3
UnreachableEnumBranching,machine-sink,3
UnreachableEnumBranching,memop-opt,3
UnreachableEnumBranching,mergeicmps,3
UnreachableEnumBranching,mr-partial-inlining,3
UnreachableEnumBranching,nofree-inference,3
UnreachableEnumBranching,non-allocatable-phys-copy-opt,3
UnreachableEnumBranching,nounwind-inference,3
UnreachableEnumBranching,ondemand-mds-loading,3
UnreachableEnumBranching,partial-inlining,3
UnreachableEnumBranching,partial-libcall-inlining,3
UnreachableEnumBranching,peephole,3
UnreachableEnumBranching,phi-elim-edge-splitting,3
UnreachableEnumBranching,post-ra,3
UnreachableEnumBranching,postra-machine-licm,3
UnreachableEnumBranching,postra-machine-sink,3
UnreachableEnumBranching,preheader-prot,3
UnreachableEnumBranching,preinline,3
UnreachableEnumBranching,promote-alloca-to-vector,3
UnreachableEnumBranching,ra-fsprofile-loader,3
UnreachableEnumBranching,replace-with-vec-lib,3
UnreachableEnumBranching,sample-loader-inlining,3
UnreachableEnumBranching,select-optimize,3
UnreachableEnumBranching,separate-const-offset-from-gep,3
UnreachableEnumBranching,spill-fusing,3
UnreachableEnumBranching,ssc,3
UnreachableEnumBranching,strictnode-mutation,3
UnreachableEnumBranching,tail-calls,3
UnreachableEnumBranching,tail-duplicate,3
UnreachableEnumBranching,thinlto-funcattrs,3
UnreachableEnumBranching,type-promotion,3
UnreachableEnumBranching,vector-combine,3
UnreachableEnumBranching,vp,3
UnreachableEnumBranching,whole-program-visibility,3
UnreachablePropagation,adv-copy-opt,3
UnreachablePropagation,advanced-peeling,3
UnreachablePropagation,auto-upgrade-debug-info,3
UnreachablePropagation,binop-extract-shuffle,3
UnreachablePropagation,bitcode-version-upgrade,3
UnreachablePropagation,block-placement,3
UnreachablePropagation,cfi-fixup,3
UnreachablePropagation,cgdata-for-merging,3
UnreachablePropagation,cgp-branch-opts,3
UnreachablePropagation,cgp-delete-phis,3
UnreachablePropagation,cgp-ext-ld-promotion,3
UnreachablePropagation,cgp-gc-opts,3
UnreachablePropagation,cgp-select2branch,3
UnreachablePropagation,cgp-store-extract,3
UnreachablePropagation,chr,3
UnreachablePropagation,cleanups,3
UnreachablePropagation,complex-addr-modes,3
UnreachablePropagation,constant-hoisting,3
UnreachablePropagation,copyprop,3
UnreachablePropagation,dfa-sched,3
UnreachablePropagation,early-ifcvt,3
UnreachablePropagation,early-taildup,3
UnreachablePropagation,expand-reductions,3
UnreachablePropagation,gep-const-evaluation,3
UnreachablePropagation,global-outlining,3
UnreachablePropagation,i2p-p2i-opt,3
UnreachablePropagation,icp,3
UnreachablePropagation,ifcvt-diamond,3
UnreachablePropagation,ifcvt-forked-diamond,3
UnreachablePropagation,ifcvt-simple,3
UnreachablePropagation,ifcvt-simple-false,3
UnreachablePropagation,ifcvt-triangle,3
UnreachablePropagation,ifcvt-triangle-false,3
UnreachablePropagation,ifcvt-triangle-rev,3
UnreachablePropagation,interleaved-load-combine,3
UnreachablePropagation,last-run-tracking,3
UnreachablePropagation,layout-fsprofile-loader,3
UnreachablePropagation,licm-promotion,3
UnreachablePropagation,loop-idiom-vectorize-all,3
UnreachablePropagation,loop-idiom-vectorize-bytecmp,3
UnreachablePropagation,loop-level-heuristics,3
UnreachablePropagation,lsr,3
UnreachablePropagation,machine-cse,3
UnreachablePropagation,machine-dce,3
UnreachablePropagation,machine-licm,3
UnreachablePropagation,machine-sink,3
UnreachablePropagation,memop-opt,3
UnreachablePropagation,mergeicmps,3
UnreachablePropagation,mr-partial-inlining,3
UnreachablePropagation,nofree-inference,3
UnreachablePropagation,non-allocatable-phys-copy-opt,3
UnreachablePropagation,partial-inlining,3
UnreachablePropagation,partial-libcall-inlining,3
UnreachablePropagation,peephole,3
UnreachablePropagation,phi-elim-edge-splitting,3
UnreachablePropagation,post-ra,3
UnreachablePropagation,postra-machine-licm,3
UnreachablePropagation,postra-machine-sink,3
UnreachablePropagation,preheader-prot,3
UnreachablePropagation,preinline,3
UnreachablePropagation,promote-alloca-to-vector,3
UnreachablePropagation,ra-fsprofile-loader,3
UnreachablePropagation,replace-with-vec-lib,3
UnreachablePropagation,sample-loader-inlining,3
UnreachablePropagation,select-optimize,3
UnreachablePropagation,separate-const-offset-from-gep,3
UnreachablePropagation,spill-fusing,3
UnreachablePropagation,ssc,3
UnreachablePropagation,strictnode-mutation,3
UnreachablePropagation,tail-calls,3
UnreachablePropagation,tail-duplicate,3
UnreachablePropagation,thinlto-funcattrs,3
UnreachablePropagation,type-promotion,3
UnreachablePropagation,vector-combine,3
UnreachablePropagation,vp,3
UnreachablePropagation,whole-program-visibility,3
