ConfigName,Mode,LLVM_Pass,MIR_Pass,n,runtime_med,compile_med,size_med,runtime_delta_pct,compile_delta_pct,size_delta_pct,MIR_BB_Last,MIR_BB_Last_delta,MIR_TermBlocks_Last,MIR_TermBlocks_Last_delta,MIR_Goto_Last,MIR_Goto_Last_delta,MIR_SwitchInt_Last,MIR_SwitchInt_Last_delta,MIR_Locals_Last,MIR_Locals_Last_delta,LLVM_BB,LLVM_BB_delta,LLVM_br,LLVM_br_delta,LLVM_switch,LLVM_switch_delta,ASM_JmpLike,ASM_JmpLike_delta,LICM_Remarks_Passed,LICM_Remarks_Passed_delta,LICM_Remarks_Missed,LICM_Remarks_Missed_delta,HotLoop_SCCSize,HotLoop_SCCSize_delta,HotLoop_Loads,HotLoop_Loads_delta,FactorConst_InHotLoop,FactorConst_InHotLoop_delta,FactorConst_OutHotLoop,FactorConst_OutHotLoop_delta,FactorConst_Total,FactorConst_Total_delta,FactorConst_Hoisted,FactorConst_Hoisted_delta,licm_pass_rate,factor_hoist_rate
EXP_DBL_0176,default,lftr,DeadStoreElimination-final,3,7.264968,14.793803,416944.0,36.028220596991446,8.473805874029395,-0.05177869402627211,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0668,default,loop-idiom-vectorize-all,GVN,3,7.265278,17.742435,416960.0,36.03402499260409,30.09430029064093,-0.04794323520951327,36.0,-14.0,32.0,-1.0,20.0,0.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0422,default,replace-with-vec-lib,EarlyOtherwiseBranch,3,7.265497,15.292739,416960.0,36.03812551724654,12.132194917574491,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0090,default,replace-with-vec-lib,DataflowConstProp,3,7.265887,12.876116,416960.0,36.04542782140439,-5.587406605625089,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0807,default,global-outlining,ImpossiblePredicates,3,7.266486,14.825779,416960.0,36.0566434116365,8.708266101506258,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0074,default,complex-addr-modes,CopyProp,3,7.266755,13.473838,416944.0,36.06168012911972,-1.2046809336233255,-0.05177869402627211,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0343,default,licm-promotion,DestinationPropagation,3,7.266802,14.278965,417024.0,36.06256015039002,4.698817301545777,-0.0326013999424668,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0071,default,2addr-hack,CopyProp,3,7.268084,12.994637,416960.0,36.08656413482676,-4.718365430344063,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0359,default,ifcvt-simple-false,DestinationPropagation,3,7.26826,14.477081,416960.0,36.08985953362618,6.151479373937807,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0103,default,cgp-select2branch,DataflowConstProp,3,7.268334,14.588971,416896.0,36.0912450990305,6.971899528190595,-0.06328507047655973,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0439,default,ifcvt-diamond,EarlyOtherwiseBranch,3,7.268965,13.556966,416960.0,36.103059852680694,-0.595154733044867,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0337,default,loop-idiom-vectorize-bytecmp,DestinationPropagation,3,7.270343,14.956293,416960.0,36.12886132737167,9.66524452685389,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0257,default,vector-combine,DeadStoreElimination-initial,3,7.272715,16.27293,416992.0,36.17327431573665,19.31932916922503,-0.040272317575984484,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0093,default,lftr,DataflowConstProp,3,7.273319,12.810906,416944.0,36.18458352525287,-6.065551196373353,-0.05177869402627211,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0797,default,phi-elim-edge-splitting,ImpossiblePredicates,3,7.273536,14.860213,416016.0,36.188646602181706,8.9607493224513,-0.274235305398407,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0285,default,separate-const-offset-from-gep,DeadStoreElimination-initial,3,7.274923,17.320691,416960.0,36.214616591584026,27.001912431715347,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0796,default,non-allocatable-phys-copy-opt,ImpossiblePredicates,3,7.275801,14.881426,416960.0,36.231056137867526,9.116291128977029,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0721,default,bitcode-version-upgrade,GVN,3,7.27614,13.733191,416960.0,36.237403525327764,0.6969941782358102,-0.04794323520951327,36.0,-14.0,32.0,-1.0,20.0,0.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1567,default,cgp-gc-opts,UnreachableEnumBranching,3,7.276152,13.914204,416960.0,36.23762821160954,2.0242505316343085,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0492,default,mr-partial-inlining,EarlyOtherwiseBranch,3,7.276908,14.389575,416960.0,36.25178344736162,5.509852007613358,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0789,default,demotion,ImpossiblePredicates,3,7.277774,14.33293,416960.0,36.26799830736336,5.0945092635106715,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0327,default,partial-inlining,DeadStoreElimination-initial,3,7.27885,14.465861,416960.0,36.288145177296215,6.0692100546893,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0286,default,adv-copy-opt,DeadStoreElimination-initial,3,7.279229,15.065909,416928.0,36.295241519029055,10.468990845815117,-0.05561415284303095,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0553,default,type-promotion,EnumSizeOpt,3,7.279309,14.40154,416960.0,36.29673942757425,5.597583951000917,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0751,default,loop-idiom-vectorize-all,ImpossiblePredicates,3,7.279535,12.432292,416960.0,36.30097101921444,-8.841693445745591,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0781,default,cgp-store-extract,ImpossiblePredicates,3,7.27986,14.642682,416960.0,36.3070562726793,7.365729065281212,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0594,default,lsr,ForceInline,3,7.279897,12.474867,415776.0,36.307749055381436,-8.52951730786632,-0.33176718764982294,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0332,default,strictnode-mutation,DeadStoreElimination-initial,3,7.279987,13.899802,416960.0,36.30943420249477,1.9186495747878674,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1604,default,ifcvt-simple-false,UnreachablePropagation,3,7.280338,12.33499,416960.0,36.31600627623681,-9.555148820212512,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0041,default,copyprop,CopyProp,3,7.280466,14.355179,417328.0,36.31840292990911,5.257647417161304,0.040272317575995586,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0031,default,tail-calls,CopyProp,3,7.280565,14.406779,416960.0,36.32025659173381,5.635998297127731,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0418,default,interleaved-load-combine,EarlyOtherwiseBranch,3,7.281113,13.524671,416960.0,36.33051726526839,-0.8319539901866402,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0660,default,partial-libcall-inlining,ForceInline,3,7.281359,15.394701,416960.0,36.33512333404485,12.87981918934069,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0324,default,dfa-sched,DeadStoreElimination-initial,3,7.282013,13.698229,416960.0,36.347368736401805,0.4406394599143715,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0249,default,strictnode-mutation,DeadStoreElimination-final,3,7.284743,13.045582,416960.0,36.39848486550654,-4.3448172601911805,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0416,default,binop-extract-shuffle,EarlyOtherwiseBranch,3,7.284963,13.867262,416960.0,36.40260411400584,1.68005388420438,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0461,default,machine-dce,EarlyOtherwiseBranch,3,7.285757,15.371598,416960.0,36.41747085631688,12.710419181978994,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0522,default,ifcvt-diamond,EnumSizeOpt,3,7.286044,12.810092,416960.0,36.42284460322276,-6.071519754828647,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0692,default,ifcvt-triangle,GVN,3,7.286197,14.987805,416960.0,36.42570935331544,9.89630252936362,-0.04794323520951327,36.0,-14.0,32.0,-1.0,20.0,0.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0596,default,postra-machine-licm,ForceInline,3,7.286823,15.490661,416976.0,36.437430487681574,13.583434507975923,-0.04410777639275443,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0546,default,mergeicmps,EnumSizeOpt,3,7.286992,15.097155,416960.0,36.440594819483294,10.69809843487386,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0502,default,loop-idiom-vectorize-all,EnumSizeOpt,3,7.287072,12.585057,416960.0,36.4420927280285,-7.721562201984522,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0637,default,auto-upgrade-debug-info,ForceInline,3,7.287351,15.04121,416960.0,36.44731668407986,10.287888357747455,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0520,default,early-ifcvt,EnumSizeOpt,3,7.287403,12.389317,416960.0,36.448290324634236,-9.15680253618274,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0494,default,partial-libcall-inlining,EarlyOtherwiseBranch,3,7.287478,14.288206,416960.0,36.44969461389535,4.766575838014209,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0096,default,lsr,DataflowConstProp,3,7.287746,12.099239,415776.0,36.454712607521756,-11.28376506639398,-0.33176718764982294,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0493,default,partial-inlining,EarlyOtherwiseBranch,3,7.288134,13.765963,416960.0,36.46197746396596,0.9372909813028629,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0068,default,thinlto-funcattrs,CopyProp,3,7.288756,12.353153,416960.0,36.47362370290483,-9.421970776940602,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0559,default,last-run-tracking,EnumSizeOpt,3,7.288955,16.397989,416960.0,36.477349750410994,20.236309454064603,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0353,default,chr,DestinationPropagation,3,7.289207,15.156012,416960.0,36.48206816232835,11.1296604066216,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0696,default,tail-duplicate,GVN,3,7.28924,15.703692,416624.0,36.48268604960325,15.145459048869881,-0.12848787036149334,36.0,-14.0,32.0,-1.0,20.0,0.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0543,default,machine-cse,EnumSizeOpt,3,7.289408,14.547822,417856.0,36.485831657548154,6.670179366180151,0.16684245852909285,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0820,default,cgp-gc-opts,ImpossiblePredicates,3,7.289546,15.786261,416960.0,36.48841554978861,15.750886448248714,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1262,default,block-placement,ReferencePropagation,3,7.289762,12.488201,409056.0,36.49245990286063,-8.431747334349415,-1.9426598906894244,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0037,default,adv-copy-opt,CopyProp,3,7.290008,14.803085,416928.0,36.49706597163711,8.541865038134965,-0.05561415284303095,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0609,default,ifcvt-triangle,ForceInline,3,7.290201,17.102757,416960.0,36.50067967600239,25.40393722484322,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0080,default,peephole,CopyProp,3,7.290676,12.576537,425680.0,36.50957350798949,-7.784034091467362,2.0423818199251986,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0759,default,loop-level-heuristics,ImpossiblePredicates,3,7.2921,14.310615,416960.0,36.536236280093924,4.930887172687992,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_ABL_024_disable-ifcvt-diamond,default,ifcvt-diamond,N/A,3,7.292213,19.541129,416960.0,36.53835207591403,43.283010710996095,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1564,default,whole-program-visibility,UnreachableEnumBranching,3,7.29279,13.806841,416960.0,36.549155741296225,1.237024067955339,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0336,default,loop-idiom-vectorize-all,DestinationPropagation,3,7.292884,14.486027,416960.0,36.55091578383682,6.217074857894778,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1461,default,phi-elim-edge-splitting,SingleUseConsts,3,7.294353,13.408325,416016.0,36.57842112949794,-1.6850472359341895,-0.274235305398407,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0535,default,adv-copy-opt,EnumSizeOpt,3,7.294473,16.808546,416928.0,36.58066799231574,23.246669962327672,-0.05561415284303095,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0748,default,binop-extract-shuffle,ImpossiblePredicates,3,7.294557,12.179977,416960.0,36.582240796288204,-10.691763257348851,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0379,default,machine-sink,DestinationPropagation,3,7.294631,14.268567,417520.0,36.5836263616925,4.6225751998037135,0.08629782337712388,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0099,default,preheader-prot,DataflowConstProp,3,7.2948,12.744706,417008.0,36.58679069349422,-6.550954844702361,-0.03643685875922564,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0447,default,tail-duplicate,EarlyOtherwiseBranch,3,7.296377,13.209895,416624.0,36.61631821569134,-3.1400116760841423,-0.12848787036149334,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0198,default,tail-duplicate,DeadStoreElimination-final,3,7.296444,16.505801,416624.0,36.61757271409796,21.02682815698982,-0.12848787036149334,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0044,default,icp,CopyProp,3,7.296832,13.740129,416960.0,36.624837570542134,0.7478662403522351,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0034,default,cgp-store-extract,CopyProp,3,7.296883,14.327597,416960.0,36.62579248723969,5.0554056735327535,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0421,default,promote-alloca-to-vector,EarlyOtherwiseBranch,3,7.296999,14.046357,416960.0,36.62796445463022,2.9932467300878507,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0046,default,machine-dce,CopyProp,3,7.298045,13.612862,416960.0,36.64754960885863,-0.18530394260681815,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0406,default,complex-addr-modes,DestinationPropagation,3,7.300026,13.471629,416944.0,36.684641569209006,-1.2208781641242172,-0.05177869402627211,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0531,default,cgp-ext-ld-promotion,EnumSizeOpt,3,7.300487,13.657418,417040.0,36.69327326720069,0.14139764281535516,-0.02876594112570796,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_1573,default,partial-libcall-inlining,UnreachableEnumBranching,3,7.300917,12.441698,416960.0,36.70132452563111,-8.772725066347054,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0577,default,partial-libcall-inlining,EnumSizeOpt,3,7.301201,16.323033,416960.0,36.706642100966526,19.686703474243593,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0215,default,non-allocatable-phys-copy-opt,DeadStoreElimination-final,3,7.301428,15.422051,416960.0,36.71089241646352,13.080359820485699,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0734,default,whole-program-visibility,GVN,3,7.302403,13.495961,416960.0,36.72914817685806,-1.0424666600284294,-0.04794323520951327,36.0,-14.0,32.0,-1.0,20.0,0.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0189,default,early-taildup,DeadStoreElimination-final,3,7.302656,15.208837,417040.0,36.73388531263224,11.51699345379653,-0.02876594112570796,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0404,default,cgp,DestinationPropagation,3,7.302889,12.894062,424320.0,36.73824797127012,-5.455819689115837,1.7163678205005306,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0205,default,cleanups,DeadStoreElimination-final,3,7.30316,16.213914,416960.0,36.74332213646696,18.88660134883553,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0537,default,cleanups,EnumSizeOpt,3,7.303411,15.333836,416960.0,36.7480218245275,12.433533795752405,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
EXP_DBL_0776,default,ifcvt-triangle-false,ImpossiblePredicates,3,7.303641,12.33722,416960.0,36.75232831159494,-9.538797609702332,-0.04794323520951327,30.0,-20.0,26.0,-7.0,14.0,-6.0,11.0,0.0,,,21.0,11.0,20.0,11.0,0.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,
