Experiment_ID,Type,LLVM_Arg,MIR_Pass,RUSTFLAGS,Description
EXP_DBL_0839,Double_Disable,-disable-advanced-peeling,Inline,-C llvm-args=-disable-advanced-peeling -Z mir-enable-passes=-Inline,Disable LLVM -disable-advanced-peeling AND MIR Inline
EXP_DBL_0840,Double_Disable,-disable-lftr,Inline,-C llvm-args=-disable-lftr -Z mir-enable-passes=-Inline,Disable LLVM -disable-lftr AND MIR Inline
EXP_DBL_0841,Double_Disable,-disable-licm-promotion,Inline,-C llvm-args=-disable-licm-promotion -Z mir-enable-passes=-Inline,Disable LLVM -disable-licm-promotion AND MIR Inline
EXP_DBL_0842,Double_Disable,-disable-loop-level-heuristics,Inline,-C llvm-args=-disable-loop-level-heuristics -Z mir-enable-passes=-Inline,Disable LLVM -disable-loop-level-heuristics AND MIR Inline
EXP_DBL_0843,Double_Disable,-disable-lsr,Inline,-C llvm-args=-disable-lsr -Z mir-enable-passes=-Inline,Disable LLVM -disable-lsr AND MIR Inline
EXP_DBL_0844,Double_Disable,-disable-machine-licm,Inline,-C llvm-args=-disable-machine-licm -Z mir-enable-passes=-Inline,Disable LLVM -disable-machine-licm AND MIR Inline
EXP_DBL_0845,Double_Disable,-disable-postra-machine-licm,Inline,-C llvm-args=-disable-postra-machine-licm -Z mir-enable-passes=-Inline,Disable LLVM -disable-postra-machine-licm AND MIR Inline
EXP_DBL_0846,Double_Disable,-disable-preheader-prot,Inline,-C llvm-args=-disable-preheader-prot -Z mir-enable-passes=-Inline,Disable LLVM -disable-preheader-prot AND MIR Inline
EXP_DBL_0847,Double_Disable,-disable-block-placement,Inline,-C llvm-args=-disable-block-placement -Z mir-enable-passes=-Inline,Disable LLVM -disable-block-placement AND MIR Inline
EXP_DBL_0848,Double_Disable,-disable-branch-fold,Inline,-C llvm-args=-disable-branch-fold -Z mir-enable-passes=-Inline,Disable LLVM -disable-branch-fold AND MIR Inline
EXP_DBL_0849,Double_Disable,-disable-cgp-branch-opts,Inline,-C llvm-args=-disable-cgp-branch-opts -Z mir-enable-passes=-Inline,Disable LLVM -disable-cgp-branch-opts AND MIR Inline
EXP_DBL_0850,Double_Disable,-disable-cgp-select2branch,Inline,-C llvm-args=-disable-cgp-select2branch -Z mir-enable-passes=-Inline,Disable LLVM -disable-cgp-select2branch AND MIR Inline
EXP_DBL_0851,Double_Disable,-disable-chr,Inline,-C llvm-args=-disable-chr -Z mir-enable-passes=-Inline,Disable LLVM -disable-chr AND MIR Inline
EXP_DBL_0852,Double_Disable,-disable-early-ifcvt,Inline,-C llvm-args=-disable-early-ifcvt -Z mir-enable-passes=-Inline,Disable LLVM -disable-early-ifcvt AND MIR Inline
EXP_DBL_0853,Double_Disable,-disable-early-taildup,Inline,-C llvm-args=-disable-early-taildup -Z mir-enable-passes=-Inline,Disable LLVM -disable-early-taildup AND MIR Inline
EXP_DBL_0854,Double_Disable,-disable-ifcvt-diamond,Inline,-C llvm-args=-disable-ifcvt-diamond -Z mir-enable-passes=-Inline,Disable LLVM -disable-ifcvt-diamond AND MIR Inline
EXP_DBL_0855,Double_Disable,-disable-ifcvt-forked-diamond,Inline,-C llvm-args=-disable-ifcvt-forked-diamond -Z mir-enable-passes=-Inline,Disable LLVM -disable-ifcvt-forked-diamond AND MIR Inline
EXP_DBL_0856,Double_Disable,-disable-ifcvt-simple,Inline,-C llvm-args=-disable-ifcvt-simple -Z mir-enable-passes=-Inline,Disable LLVM -disable-ifcvt-simple AND MIR Inline
EXP_DBL_0857,Double_Disable,-disable-ifcvt-simple-false,Inline,-C llvm-args=-disable-ifcvt-simple-false -Z mir-enable-passes=-Inline,Disable LLVM -disable-ifcvt-simple-false AND MIR Inline
EXP_DBL_0858,Double_Disable,-disable-ifcvt-triangle,Inline,-C llvm-args=-disable-ifcvt-triangle -Z mir-enable-passes=-Inline,Disable LLVM -disable-ifcvt-triangle AND MIR Inline
EXP_DBL_0859,Double_Disable,-disable-ifcvt-triangle-false,Inline,-C llvm-args=-disable-ifcvt-triangle-false -Z mir-enable-passes=-Inline,Disable LLVM -disable-ifcvt-triangle-false AND MIR Inline
EXP_DBL_0860,Double_Disable,-disable-ifcvt-triangle-rev,Inline,-C llvm-args=-disable-ifcvt-triangle-rev -Z mir-enable-passes=-Inline,Disable LLVM -disable-ifcvt-triangle-rev AND MIR Inline
EXP_DBL_0861,Double_Disable,-disable-tail-calls,Inline,-C llvm-args=-disable-tail-calls -Z mir-enable-passes=-Inline,Disable LLVM -disable-tail-calls AND MIR Inline
EXP_DBL_0862,Double_Disable,-disable-tail-duplicate,Inline,-C llvm-args=-disable-tail-duplicate -Z mir-enable-passes=-Inline,Disable LLVM -disable-tail-duplicate AND MIR Inline
EXP_DBL_0863,Double_Disable,-disable-cgp-ext-ld-promotion,Inline,-C llvm-args=-disable-cgp-ext-ld-promotion -Z mir-enable-passes=-Inline,Disable LLVM -disable-cgp-ext-ld-promotion AND MIR Inline
EXP_DBL_0864,Double_Disable,-disable-cgp-store-extract,Inline,-C llvm-args=-disable-cgp-store-extract -Z mir-enable-passes=-Inline,Disable LLVM -disable-cgp-store-extract AND MIR Inline
EXP_DBL_0865,Double_Disable,-disable-memop-opt,Inline,-C llvm-args=-disable-memop-opt -Z mir-enable-passes=-Inline,Disable LLVM -disable-memop-opt AND MIR Inline
EXP_DBL_0866,Double_Disable,-disable-separate-const-offset-from-gep,Inline,-C llvm-args=-disable-separate-const-offset-from-gep -Z mir-enable-passes=-Inline,Disable LLVM -disable-separate-const-offset-from-gep AND MIR Inline
EXP_DBL_0867,Double_Disable,-disable-adv-copy-opt,Inline,-C llvm-args=-disable-adv-copy-opt -Z mir-enable-passes=-Inline,Disable LLVM -disable-adv-copy-opt AND MIR Inline
EXP_DBL_0868,Double_Disable,-disable-cgp-delete-phis,Inline,-C llvm-args=-disable-cgp-delete-phis -Z mir-enable-passes=-Inline,Disable LLVM -disable-cgp-delete-phis AND MIR Inline
EXP_DBL_0869,Double_Disable,-disable-cleanups,Inline,-C llvm-args=-disable-cleanups -Z mir-enable-passes=-Inline,Disable LLVM -disable-cleanups AND MIR Inline
EXP_DBL_0870,Double_Disable,-disable-constant-hoisting,Inline,-C llvm-args=-disable-constant-hoisting -Z mir-enable-passes=-Inline,Disable LLVM -disable-constant-hoisting AND MIR Inline
EXP_DBL_0871,Double_Disable,-disable-copyprop,Inline,-C llvm-args=-disable-copyprop -Z mir-enable-passes=-Inline,Disable LLVM -disable-copyprop AND MIR Inline
EXP_DBL_0872,Double_Disable,-disable-demotion,Inline,-C llvm-args=-disable-demotion -Z mir-enable-passes=-Inline,Disable LLVM -disable-demotion AND MIR Inline
EXP_DBL_0873,Double_Disable,-disable-gep-const-evaluation,Inline,-C llvm-args=-disable-gep-const-evaluation -Z mir-enable-passes=-Inline,Disable LLVM -disable-gep-const-evaluation AND MIR Inline
EXP_DBL_0874,Double_Disable,-disable-icp,Inline,-C llvm-args=-disable-icp -Z mir-enable-passes=-Inline,Disable LLVM -disable-icp AND MIR Inline
EXP_DBL_0875,Double_Disable,-disable-machine-cse,Inline,-C llvm-args=-disable-machine-cse -Z mir-enable-passes=-Inline,Disable LLVM -disable-machine-cse AND MIR Inline
EXP_DBL_0876,Double_Disable,-disable-machine-dce,Inline,-C llvm-args=-disable-machine-dce -Z mir-enable-passes=-Inline,Disable LLVM -disable-machine-dce AND MIR Inline
EXP_DBL_0877,Double_Disable,-disable-machine-sink,Inline,-C llvm-args=-disable-machine-sink -Z mir-enable-passes=-Inline,Disable LLVM -disable-machine-sink AND MIR Inline
EXP_DBL_0878,Double_Disable,-disable-mergeicmps,Inline,-C llvm-args=-disable-mergeicmps -Z mir-enable-passes=-Inline,Disable LLVM -disable-mergeicmps AND MIR Inline
EXP_DBL_0879,Double_Disable,-disable-non-allocatable-phys-copy-opt,Inline,-C llvm-args=-disable-non-allocatable-phys-copy-opt -Z mir-enable-passes=-Inline,Disable LLVM -disable-non-allocatable-phys-copy-opt AND MIR Inline
EXP_DBL_0880,Double_Disable,-disable-phi-elim-edge-splitting,Inline,-C llvm-args=-disable-phi-elim-edge-splitting -Z mir-enable-passes=-Inline,Disable LLVM -disable-phi-elim-edge-splitting AND MIR Inline
EXP_DBL_0881,Double_Disable,-disable-postra-machine-sink,Inline,-C llvm-args=-disable-postra-machine-sink -Z mir-enable-passes=-Inline,Disable LLVM -disable-postra-machine-sink AND MIR Inline
EXP_DBL_0882,Double_Disable,-disable-preinline,Inline,-C llvm-args=-disable-preinline -Z mir-enable-passes=-Inline,Disable LLVM -disable-preinline AND MIR Inline
EXP_DBL_0883,Double_Disable,-disable-select-optimize,Inline,-C llvm-args=-disable-select-optimize -Z mir-enable-passes=-Inline,Disable LLVM -disable-select-optimize AND MIR Inline
EXP_DBL_0884,Double_Disable,-disable-ssc,Inline,-C llvm-args=-disable-ssc -Z mir-enable-passes=-Inline,Disable LLVM -disable-ssc AND MIR Inline
EXP_DBL_0885,Double_Disable,-disable-type-promotion,Inline,-C llvm-args=-disable-type-promotion -Z mir-enable-passes=-Inline,Disable LLVM -disable-type-promotion AND MIR Inline
EXP_DBL_0886,Double_Disable,-disable-auto-upgrade-debug-info,Inline,-C llvm-args=-disable-auto-upgrade-debug-info -Z mir-enable-passes=-Inline,Disable LLVM -disable-auto-upgrade-debug-info AND MIR Inline
EXP_DBL_0887,Double_Disable,-disable-bitcode-version-upgrade,Inline,-C llvm-args=-disable-bitcode-version-upgrade -Z mir-enable-passes=-Inline,Disable LLVM -disable-bitcode-version-upgrade AND MIR Inline
EXP_DBL_0888,Double_Disable,-disable-cfi-fixup,Inline,-C llvm-args=-disable-cfi-fixup -Z mir-enable-passes=-Inline,Disable LLVM -disable-cfi-fixup AND MIR Inline
EXP_DBL_0889,Double_Disable,-disable-cgdata-for-merging,Inline,-C llvm-args=-disable-cgdata-for-merging -Z mir-enable-passes=-Inline,Disable LLVM -disable-cgdata-for-merging AND MIR Inline
EXP_DBL_0890,Double_Disable,-disable-global-outlining,Inline,-C llvm-args=-disable-global-outlining -Z mir-enable-passes=-Inline,Disable LLVM -disable-global-outlining AND MIR Inline
EXP_DBL_0891,Double_Disable,-disable-last-run-tracking,Inline,-C llvm-args=-disable-last-run-tracking -Z mir-enable-passes=-Inline,Disable LLVM -disable-last-run-tracking AND MIR Inline
EXP_DBL_0892,Double_Disable,-disable-layout-fsprofile-loader,Inline,-C llvm-args=-disable-layout-fsprofile-loader -Z mir-enable-passes=-Inline,Disable LLVM -disable-layout-fsprofile-loader AND MIR Inline
EXP_DBL_0893,Double_Disable,-disable-nofree-inference,Inline,-C llvm-args=-disable-nofree-inference -Z mir-enable-passes=-Inline,Disable LLVM -disable-nofree-inference AND MIR Inline
EXP_DBL_0894,Double_Disable,-disable-nounwind-inference,Inline,-C llvm-args=-disable-nounwind-inference -Z mir-enable-passes=-Inline,Disable LLVM -disable-nounwind-inference AND MIR Inline
EXP_DBL_0895,Double_Disable,-disable-ondemand-mds-loading,Inline,-C llvm-args=-disable-ondemand-mds-loading -Z mir-enable-passes=-Inline,Disable LLVM -disable-ondemand-mds-loading AND MIR Inline
EXP_DBL_0896,Double_Disable,-disable-ra-fsprofile-loader,Inline,-C llvm-args=-disable-ra-fsprofile-loader -Z mir-enable-passes=-Inline,Disable LLVM -disable-ra-fsprofile-loader AND MIR Inline
EXP_DBL_0897,Double_Disable,-disable-sample-loader-inlining,Inline,-C llvm-args=-disable-sample-loader-inlining -Z mir-enable-passes=-Inline,Disable LLVM -disable-sample-loader-inlining AND MIR Inline
EXP_DBL_0898,Double_Disable,-disable-thinlto-funcattrs,Inline,-C llvm-args=-disable-thinlto-funcattrs -Z mir-enable-passes=-Inline,Disable LLVM -disable-thinlto-funcattrs AND MIR Inline
EXP_DBL_0899,Double_Disable,-disable-vp,Inline,-C llvm-args=-disable-vp -Z mir-enable-passes=-Inline,Disable LLVM -disable-vp AND MIR Inline
EXP_DBL_0900,Double_Disable,-disable-whole-program-visibility,Inline,-C llvm-args=-disable-whole-program-visibility -Z mir-enable-passes=-Inline,Disable LLVM -disable-whole-program-visibility AND MIR Inline
EXP_DBL_0901,Double_Disable,-disable-2addr-hack,Inline,-C llvm-args=-disable-2addr-hack -Z mir-enable-passes=-Inline,Disable LLVM -disable-2addr-hack AND MIR Inline
EXP_DBL_0902,Double_Disable,-disable-cgp,Inline,-C llvm-args=-disable-cgp -Z mir-enable-passes=-Inline,Disable LLVM -disable-cgp AND MIR Inline
EXP_DBL_0903,Double_Disable,-disable-cgp-gc-opts,Inline,-C llvm-args=-disable-cgp-gc-opts -Z mir-enable-passes=-Inline,Disable LLVM -disable-cgp-gc-opts AND MIR Inline
EXP_DBL_0904,Double_Disable,-disable-complex-addr-modes,Inline,-C llvm-args=-disable-complex-addr-modes -Z mir-enable-passes=-Inline,Disable LLVM -disable-complex-addr-modes AND MIR Inline
EXP_DBL_0905,Double_Disable,-disable-dfa-sched,Inline,-C llvm-args=-disable-dfa-sched -Z mir-enable-passes=-Inline,Disable LLVM -disable-dfa-sched AND MIR Inline
EXP_DBL_0906,Double_Disable,-disable-i2p-p2i-opt,Inline,-C llvm-args=-disable-i2p-p2i-opt -Z mir-enable-passes=-Inline,Disable LLVM -disable-i2p-p2i-opt AND MIR Inline
EXP_DBL_0907,Double_Disable,-disable-mr-partial-inlining,Inline,-C llvm-args=-disable-mr-partial-inlining -Z mir-enable-passes=-Inline,Disable LLVM -disable-mr-partial-inlining AND MIR Inline
EXP_DBL_0908,Double_Disable,-disable-partial-inlining,Inline,-C llvm-args=-disable-partial-inlining -Z mir-enable-passes=-Inline,Disable LLVM -disable-partial-inlining AND MIR Inline
EXP_DBL_0909,Double_Disable,-disable-partial-libcall-inlining,Inline,-C llvm-args=-disable-partial-libcall-inlining -Z mir-enable-passes=-Inline,Disable LLVM -disable-partial-libcall-inlining AND MIR Inline
EXP_DBL_0910,Double_Disable,-disable-peephole,Inline,-C llvm-args=-disable-peephole -Z mir-enable-passes=-Inline,Disable LLVM -disable-peephole AND MIR Inline
EXP_DBL_0911,Double_Disable,-disable-post-ra,Inline,-C llvm-args=-disable-post-ra -Z mir-enable-passes=-Inline,Disable LLVM -disable-post-ra AND MIR Inline
EXP_DBL_0912,Double_Disable,-disable-spill-fusing,Inline,-C llvm-args=-disable-spill-fusing -Z mir-enable-passes=-Inline,Disable LLVM -disable-spill-fusing AND MIR Inline
EXP_DBL_0913,Double_Disable,-disable-strictnode-mutation,Inline,-C llvm-args=-disable-strictnode-mutation -Z mir-enable-passes=-Inline,Disable LLVM -disable-strictnode-mutation AND MIR Inline
EXP_DBL_0914,Double_Disable,-disable-binop-extract-shuffle,InstSimplify-after-simplifycfg,-C llvm-args=-disable-binop-extract-shuffle -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-binop-extract-shuffle AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0915,Double_Disable,-disable-expand-reductions,InstSimplify-after-simplifycfg,-C llvm-args=-disable-expand-reductions -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-expand-reductions AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0916,Double_Disable,-disable-interleaved-load-combine,InstSimplify-after-simplifycfg,-C llvm-args=-disable-interleaved-load-combine -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-interleaved-load-combine AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0917,Double_Disable,-disable-loop-idiom-vectorize-all,InstSimplify-after-simplifycfg,-C llvm-args=-disable-loop-idiom-vectorize-all -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-loop-idiom-vectorize-all AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0918,Double_Disable,-disable-loop-idiom-vectorize-bytecmp,InstSimplify-after-simplifycfg,-C llvm-args=-disable-loop-idiom-vectorize-bytecmp -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-loop-idiom-vectorize-bytecmp AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0919,Double_Disable,-disable-promote-alloca-to-vector,InstSimplify-after-simplifycfg,-C llvm-args=-disable-promote-alloca-to-vector -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-promote-alloca-to-vector AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0920,Double_Disable,-disable-replace-with-vec-lib,InstSimplify-after-simplifycfg,-C llvm-args=-disable-replace-with-vec-lib -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-replace-with-vec-lib AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0921,Double_Disable,-disable-vector-combine,InstSimplify-after-simplifycfg,-C llvm-args=-disable-vector-combine -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-vector-combine AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0922,Double_Disable,-disable-advanced-peeling,InstSimplify-after-simplifycfg,-C llvm-args=-disable-advanced-peeling -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-advanced-peeling AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0923,Double_Disable,-disable-lftr,InstSimplify-after-simplifycfg,-C llvm-args=-disable-lftr -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-lftr AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0924,Double_Disable,-disable-licm-promotion,InstSimplify-after-simplifycfg,-C llvm-args=-disable-licm-promotion -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-licm-promotion AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0925,Double_Disable,-disable-loop-level-heuristics,InstSimplify-after-simplifycfg,-C llvm-args=-disable-loop-level-heuristics -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-loop-level-heuristics AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0926,Double_Disable,-disable-lsr,InstSimplify-after-simplifycfg,-C llvm-args=-disable-lsr -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-lsr AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0927,Double_Disable,-disable-machine-licm,InstSimplify-after-simplifycfg,-C llvm-args=-disable-machine-licm -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-machine-licm AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0928,Double_Disable,-disable-postra-machine-licm,InstSimplify-after-simplifycfg,-C llvm-args=-disable-postra-machine-licm -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-postra-machine-licm AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0929,Double_Disable,-disable-preheader-prot,InstSimplify-after-simplifycfg,-C llvm-args=-disable-preheader-prot -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-preheader-prot AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0930,Double_Disable,-disable-block-placement,InstSimplify-after-simplifycfg,-C llvm-args=-disable-block-placement -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-block-placement AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0931,Double_Disable,-disable-branch-fold,InstSimplify-after-simplifycfg,-C llvm-args=-disable-branch-fold -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-branch-fold AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0932,Double_Disable,-disable-cgp-branch-opts,InstSimplify-after-simplifycfg,-C llvm-args=-disable-cgp-branch-opts -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-cgp-branch-opts AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0933,Double_Disable,-disable-cgp-select2branch,InstSimplify-after-simplifycfg,-C llvm-args=-disable-cgp-select2branch -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-cgp-select2branch AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0934,Double_Disable,-disable-chr,InstSimplify-after-simplifycfg,-C llvm-args=-disable-chr -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-chr AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0935,Double_Disable,-disable-early-ifcvt,InstSimplify-after-simplifycfg,-C llvm-args=-disable-early-ifcvt -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-early-ifcvt AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0936,Double_Disable,-disable-early-taildup,InstSimplify-after-simplifycfg,-C llvm-args=-disable-early-taildup -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-early-taildup AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0937,Double_Disable,-disable-ifcvt-diamond,InstSimplify-after-simplifycfg,-C llvm-args=-disable-ifcvt-diamond -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-ifcvt-diamond AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0938,Double_Disable,-disable-ifcvt-forked-diamond,InstSimplify-after-simplifycfg,-C llvm-args=-disable-ifcvt-forked-diamond -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-ifcvt-forked-diamond AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0939,Double_Disable,-disable-ifcvt-simple,InstSimplify-after-simplifycfg,-C llvm-args=-disable-ifcvt-simple -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-ifcvt-simple AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0940,Double_Disable,-disable-ifcvt-simple-false,InstSimplify-after-simplifycfg,-C llvm-args=-disable-ifcvt-simple-false -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-ifcvt-simple-false AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0941,Double_Disable,-disable-ifcvt-triangle,InstSimplify-after-simplifycfg,-C llvm-args=-disable-ifcvt-triangle -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-ifcvt-triangle AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0942,Double_Disable,-disable-ifcvt-triangle-false,InstSimplify-after-simplifycfg,-C llvm-args=-disable-ifcvt-triangle-false -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-ifcvt-triangle-false AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0943,Double_Disable,-disable-ifcvt-triangle-rev,InstSimplify-after-simplifycfg,-C llvm-args=-disable-ifcvt-triangle-rev -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-ifcvt-triangle-rev AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0944,Double_Disable,-disable-tail-calls,InstSimplify-after-simplifycfg,-C llvm-args=-disable-tail-calls -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-tail-calls AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0945,Double_Disable,-disable-tail-duplicate,InstSimplify-after-simplifycfg,-C llvm-args=-disable-tail-duplicate -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-tail-duplicate AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0946,Double_Disable,-disable-cgp-ext-ld-promotion,InstSimplify-after-simplifycfg,-C llvm-args=-disable-cgp-ext-ld-promotion -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-cgp-ext-ld-promotion AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0947,Double_Disable,-disable-cgp-store-extract,InstSimplify-after-simplifycfg,-C llvm-args=-disable-cgp-store-extract -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-cgp-store-extract AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0948,Double_Disable,-disable-memop-opt,InstSimplify-after-simplifycfg,-C llvm-args=-disable-memop-opt -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-memop-opt AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0949,Double_Disable,-disable-separate-const-offset-from-gep,InstSimplify-after-simplifycfg,-C llvm-args=-disable-separate-const-offset-from-gep -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-separate-const-offset-from-gep AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0950,Double_Disable,-disable-adv-copy-opt,InstSimplify-after-simplifycfg,-C llvm-args=-disable-adv-copy-opt -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-adv-copy-opt AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0951,Double_Disable,-disable-cgp-delete-phis,InstSimplify-after-simplifycfg,-C llvm-args=-disable-cgp-delete-phis -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-cgp-delete-phis AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0952,Double_Disable,-disable-cleanups,InstSimplify-after-simplifycfg,-C llvm-args=-disable-cleanups -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-cleanups AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0953,Double_Disable,-disable-constant-hoisting,InstSimplify-after-simplifycfg,-C llvm-args=-disable-constant-hoisting -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-constant-hoisting AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0954,Double_Disable,-disable-copyprop,InstSimplify-after-simplifycfg,-C llvm-args=-disable-copyprop -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-copyprop AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0955,Double_Disable,-disable-demotion,InstSimplify-after-simplifycfg,-C llvm-args=-disable-demotion -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-demotion AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0956,Double_Disable,-disable-gep-const-evaluation,InstSimplify-after-simplifycfg,-C llvm-args=-disable-gep-const-evaluation -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-gep-const-evaluation AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0957,Double_Disable,-disable-icp,InstSimplify-after-simplifycfg,-C llvm-args=-disable-icp -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-icp AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0958,Double_Disable,-disable-machine-cse,InstSimplify-after-simplifycfg,-C llvm-args=-disable-machine-cse -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-machine-cse AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0959,Double_Disable,-disable-machine-dce,InstSimplify-after-simplifycfg,-C llvm-args=-disable-machine-dce -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-machine-dce AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0960,Double_Disable,-disable-machine-sink,InstSimplify-after-simplifycfg,-C llvm-args=-disable-machine-sink -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-machine-sink AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0961,Double_Disable,-disable-mergeicmps,InstSimplify-after-simplifycfg,-C llvm-args=-disable-mergeicmps -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-mergeicmps AND MIR InstSimplify-after-simplifycfg
EXP_DBL_0962,Double_Disable,-disable-non-allocatable-phys-copy-opt,InstSimplify-after-simplifycfg,-C llvm-args=-disable-non-allocatable-phys-copy-opt -Z mir-enable-passes=-InstSimplify-after-simplifycfg,Disable LLVM -disable-non-allocatable-phys-copy-opt AND MIR InstSimplify-after-simplifycfg
