config_id,config_name,mir_disabled_count,llvm_disabled_count,mir_disabled_list,llvm_disabled_list
470,RANDOM_CONFIG_0470,6,32,CopyProp;DeadStoreElimination-initial;EarlyOtherwiseBranch;GVN;ImpossiblePredicates;InstSimplify-after-simplifycfg,2addr-hack;binop-extract-shuffle;bitcode-version-upgrade;block-placement;branch-fold;cgp-delete-phis;chr;constant-hoisting;copyprop;demotion;early-ifcvt;early-taildup;gep-const-evaluation;icp;ifcvt-triangle-false;last-run-tracking;licm-promotion;loop-idiom-vectorize-all;loop-idiom-vectorize-bytecmp;loop-level-heuristics;mergeicmps;ondemand-mds-loading;post-ra;postra-machine-sink;promote-alloca-to-vector;ra-fsprofile-loader;select-optimize;separate-const-offset-from-gep;spill-fusing;tail-duplicate;thinlto-funcattrs;vp
471,RANDOM_CONFIG_0471,2,25,DataflowConstProp;UnreachablePropagation,branch-fold;cgp-gc-opts;cleanups;constant-hoisting;early-ifcvt;early-taildup;expand-reductions;i2p-p2i-opt;icp;ifcvt-diamond;ifcvt-triangle-rev;loop-idiom-vectorize-all;loop-level-heuristics;machine-licm;memop-opt;ondemand-mds-loading;partial-inlining;phi-elim-edge-splitting;postra-machine-licm;preheader-prot;sample-loader-inlining;select-optimize;ssc;strictnode-mutation;vector-combine
472,RANDOM_CONFIG_0472,5,28,DeadStoreElimination-initial;EarlyOtherwiseBranch;ImpossiblePredicates;InstSimplify-after-simplifycfg;InstSimplify-before-inline,2addr-hack;adv-copy-opt;binop-extract-shuffle;block-placement;branch-fold;cgp;cgp-delete-phis;cgp-select2branch;cgp-store-extract;cleanups;complex-addr-modes;copyprop;expand-reductions;global-outlining;ifcvt-forked-diamond;ifcvt-simple;ifcvt-simple-false;ifcvt-triangle;interleaved-load-combine;lftr;memop-opt;mr-partial-inlining;non-allocatable-phys-copy-opt;nounwind-inference;postra-machine-sink;ssc;vector-combine;whole-program-visibility
473,RANDOM_CONFIG_0473,4,19,DataflowConstProp;Inline;InstSimplify-after-simplifycfg;MatchBranchSimplification,adv-copy-opt;cgdata-for-merging;cgp-gc-opts;complex-addr-modes;copyprop;early-ifcvt;early-taildup;ifcvt-simple;ifcvt-triangle-rev;nofree-inference;partial-inlining;post-ra;preinline;replace-with-vec-lib;strictnode-mutation;tail-calls;thinlto-funcattrs;type-promotion;vp
474,RANDOM_CONFIG_0474,7,33,CopyProp;GVN;ImpossiblePredicates;InstSimplify-before-inline;JumpThreading;ReferencePropagation;UnreachableEnumBranching,adv-copy-opt;advanced-peeling;block-placement;cfi-fixup;cgp-gc-opts;cgp-select2branch;chr;cleanups;copyprop;early-ifcvt;gep-const-evaluation;global-outlining;ifcvt-diamond;ifcvt-forked-diamond;ifcvt-simple-false;ifcvt-triangle-false;layout-fsprofile-loader;loop-idiom-vectorize-bytecmp;machine-sink;mr-partial-inlining;non-allocatable-phys-copy-opt;nounwind-inference;partial-libcall-inlining;peephole;preheader-prot;preinline;ra-fsprofile-loader;sample-loader-inlining;select-optimize;tail-calls;tail-duplicate;thinlto-funcattrs;vp
475,RANDOM_CONFIG_0475,7,22,DeadStoreElimination-final;DeadStoreElimination-initial;DestinationPropagation;EarlyOtherwiseBranch;InstSimplify-after-simplifycfg;MatchBranchSimplification;UnreachableEnumBranching,adv-copy-opt;bitcode-version-upgrade;block-placement;cgp-ext-ld-promotion;cgp-select2branch;early-taildup;ifcvt-diamond;ifcvt-forked-diamond;ifcvt-triangle;licm-promotion;loop-level-heuristics;machine-cse;machine-dce;memop-opt;partial-inlining;postra-machine-sink;promote-alloca-to-vector;replace-with-vec-lib;separate-const-offset-from-gep;strictnode-mutation;tail-duplicate;vp
476,RANDOM_CONFIG_0476,9,28,CopyProp;DataflowConstProp;DeadStoreElimination-initial;EnumSizeOpt;ImpossiblePredicates;InstSimplify-before-inline;MatchBranchSimplification;ReferencePropagation;ScalarReplacementOfAggregates,2addr-hack;auto-upgrade-debug-info;branch-fold;cgp-branch-opts;cgp-delete-phis;demotion;early-taildup;gep-const-evaluation;global-outlining;i2p-p2i-opt;ifcvt-diamond;ifcvt-simple;interleaved-load-combine;machine-dce;machine-sink;mr-partial-inlining;ondemand-mds-loading;partial-libcall-inlining;post-ra;postra-machine-licm;promote-alloca-to-vector;select-optimize;separate-const-offset-from-gep;ssc;strictnode-mutation;tail-calls;thinlto-funcattrs;type-promotion
477,RANDOM_CONFIG_0477,3,22,InstSimplify-before-inline;ReferencePropagation;SingleUseConsts,adv-copy-opt;bitcode-version-upgrade;block-placement;cgdata-for-merging;cgp-delete-phis;early-ifcvt;i2p-p2i-opt;ifcvt-triangle-false;layout-fsprofile-loader;lftr;licm-promotion;loop-idiom-vectorize-bytecmp;loop-level-heuristics;machine-dce;mr-partial-inlining;non-allocatable-phys-copy-opt;ondemand-mds-loading;postra-machine-sink;preheader-prot;replace-with-vec-lib;ssc;whole-program-visibility
478,RANDOM_CONFIG_0478,7,26,DestinationPropagation;EarlyOtherwiseBranch;GVN;Inline;JumpThreading;MatchBranchSimplification;UnreachablePropagation,block-placement;cgp-select2branch;cleanups;demotion;dfa-sched;early-ifcvt;gep-const-evaluation;icp;ifcvt-diamond;ifcvt-forked-diamond;ifcvt-simple;ifcvt-simple-false;ifcvt-triangle-rev;interleaved-load-combine;layout-fsprofile-loader;loop-idiom-vectorize-all;machine-sink;mr-partial-inlining;non-allocatable-phys-copy-opt;ondemand-mds-loading;phi-elim-edge-splitting;postra-machine-licm;sample-loader-inlining;separate-const-offset-from-gep;strictnode-mutation;vp
479,RANDOM_CONFIG_0479,3,25,DeadStoreElimination-initial;Inline;InstSimplify-before-inline,branch-fold;cgp-delete-phis;cgp-ext-ld-promotion;constant-hoisting;demotion;dfa-sched;ifcvt-diamond;ifcvt-forked-diamond;ifcvt-simple-false;ifcvt-triangle;ifcvt-triangle-false;interleaved-load-combine;last-run-tracking;licm-promotion;lsr;machine-dce;machine-licm;machine-sink;memop-opt;mr-partial-inlining;nounwind-inference;select-optimize;separate-const-offset-from-gep;tail-duplicate;whole-program-visibility
480,RANDOM_CONFIG_0480,4,23,DeadStoreElimination-final;ForceInline;InstSimplify-before-inline;ReferencePropagation,advanced-peeling;binop-extract-shuffle;cgp-delete-phis;cgp-ext-ld-promotion;cleanups;constant-hoisting;expand-reductions;gep-const-evaluation;i2p-p2i-opt;icp;ifcvt-forked-diamond;ifcvt-simple-false;ifcvt-triangle;last-run-tracking;machine-cse;machine-dce;partial-inlining;phi-elim-edge-splitting;post-ra;replace-with-vec-lib;select-optimize;type-promotion;whole-program-visibility
481,RANDOM_CONFIG_0481,5,25,GVN;InstSimplify-after-simplifycfg;InstSimplify-before-inline;ReferencePropagation;SingleUseConsts,2addr-hack;adv-copy-opt;cgp;cleanups;complex-addr-modes;dfa-sched;early-taildup;expand-reductions;global-outlining;ifcvt-forked-diamond;interleaved-load-combine;last-run-tracking;licm-promotion;loop-idiom-vectorize-all;loop-idiom-vectorize-bytecmp;machine-cse;machine-dce;nofree-inference;nounwind-inference;post-ra;preinline;separate-const-offset-from-gep;tail-calls;tail-duplicate;type-promotion
482,RANDOM_CONFIG_0482,5,30,DeadStoreElimination-final;DeadStoreElimination-initial;EnumSizeOpt;GVN;InstSimplify-before-inline,2addr-hack;adv-copy-opt;binop-extract-shuffle;cgp-branch-opts;copyprop;early-taildup;icp;ifcvt-diamond;ifcvt-forked-diamond;ifcvt-simple;ifcvt-triangle-rev;interleaved-load-combine;last-run-tracking;layout-fsprofile-loader;lftr;licm-promotion;loop-idiom-vectorize-all;machine-dce;machine-licm;mergeicmps;ondemand-mds-loading;peephole;preinline;ra-fsprofile-loader;sample-loader-inlining;spill-fusing;strictnode-mutation;tail-calls;type-promotion;vector-combine
483,RANDOM_CONFIG_0483,10,24,CopyProp;DataflowConstProp;DestinationPropagation;GVN;Inline;JumpThreading;MatchBranchSimplification;ReferencePropagation;UnreachableEnumBranching;UnreachablePropagation,2addr-hack;cgp;cgp-delete-phis;chr;early-ifcvt;gep-const-evaluation;i2p-p2i-opt;ifcvt-triangle;last-run-tracking;licm-promotion;loop-idiom-vectorize-bytecmp;machine-sink;memop-opt;mr-partial-inlining;nofree-inference;non-allocatable-phys-copy-opt;postra-machine-licm;preinline;ssc;strictnode-mutation;tail-calls;tail-duplicate;thinlto-funcattrs;type-promotion
484,RANDOM_CONFIG_0484,7,21,CopyProp;EarlyOtherwiseBranch;Inline;JumpThreading;MatchBranchSimplification;UnreachableEnumBranching;UnreachablePropagation,advanced-peeling;auto-upgrade-debug-info;binop-extract-shuffle;branch-fold;cfi-fixup;cgp-store-extract;complex-addr-modes;icp;ifcvt-diamond;ifcvt-triangle-false;interleaved-load-combine;lftr;loop-level-heuristics;memop-opt;mr-partial-inlining;non-allocatable-phys-copy-opt;phi-elim-edge-splitting;post-ra;preinline;select-optimize;thinlto-funcattrs
485,RANDOM_CONFIG_0485,5,28,CopyProp;GVN;ImpossiblePredicates;ReferencePropagation;ScalarReplacementOfAggregates,2addr-hack;auto-upgrade-debug-info;bitcode-version-upgrade;block-placement;branch-fold;cgdata-for-merging;cgp;copyprop;dfa-sched;early-taildup;gep-const-evaluation;global-outlining;icp;ifcvt-diamond;ifcvt-forked-diamond;ifcvt-simple;ifcvt-triangle-rev;layout-fsprofile-loader;lftr;loop-level-heuristics;lsr;ondemand-mds-loading;post-ra;postra-machine-sink;replace-with-vec-lib;select-optimize;separate-const-offset-from-gep;tail-calls
486,RANDOM_CONFIG_0486,7,22,DeadStoreElimination-final;DeadStoreElimination-initial;EarlyOtherwiseBranch;ForceInline;JumpThreading;ReferencePropagation;UnreachableEnumBranching,adv-copy-opt;binop-extract-shuffle;cgp-delete-phis;cgp-gc-opts;cgp-select2branch;cgp-store-extract;cleanups;dfa-sched;global-outlining;icp;interleaved-load-combine;lsr;machine-dce;machine-sink;non-allocatable-phys-copy-opt;phi-elim-edge-splitting;postra-machine-sink;replace-with-vec-lib;separate-const-offset-from-gep;thinlto-funcattrs;vp;whole-program-visibility
487,RANDOM_CONFIG_0487,4,20,EarlyOtherwiseBranch;ForceInline;InstSimplify-before-inline;ScalarReplacementOfAggregates,adv-copy-opt;branch-fold;cgdata-for-merging;chr;complex-addr-modes;dfa-sched;early-ifcvt;global-outlining;interleaved-load-combine;machine-licm;memop-opt;non-allocatable-phys-copy-opt;preheader-prot;promote-alloca-to-vector;select-optimize;spill-fusing;strictnode-mutation;tail-duplicate;vector-combine;vp
488,RANDOM_CONFIG_0488,5,29,ForceInline;GVN;Inline;MatchBranchSimplification;SingleUseConsts,auto-upgrade-debug-info;cfi-fixup;cgdata-for-merging;cgp-ext-ld-promotion;cleanups;gep-const-evaluation;ifcvt-forked-diamond;licm-promotion;loop-idiom-vectorize-all;loop-level-heuristics;machine-cse;machine-dce;machine-sink;memop-opt;nounwind-inference;partial-inlining;partial-libcall-inlining;phi-elim-edge-splitting;post-ra;promote-alloca-to-vector;sample-loader-inlining;select-optimize;separate-const-offset-from-gep;spill-fusing;strictnode-mutation;tail-calls;type-promotion;vector-combine;vp
489,RANDOM_CONFIG_0489,7,30,CopyProp;EnumSizeOpt;InstSimplify-before-inline;JumpThreading;MatchBranchSimplification;ScalarReplacementOfAggregates;UnreachableEnumBranching,adv-copy-opt;binop-extract-shuffle;block-placement;cgp-branch-opts;cgp-delete-phis;cgp-store-extract;chr;cleanups;complex-addr-modes;demotion;i2p-p2i-opt;ifcvt-simple;ifcvt-triangle;ifcvt-triangle-rev;interleaved-load-combine;lftr;licm-promotion;loop-idiom-vectorize-bytecmp;non-allocatable-phys-copy-opt;partial-libcall-inlining;phi-elim-edge-splitting;postra-machine-sink;preinline;promote-alloca-to-vector;ra-fsprofile-loader;strictnode-mutation;tail-calls;thinlto-funcattrs;vp;whole-program-visibility
490,RANDOM_CONFIG_0490,7,22,DeadStoreElimination-initial;EnumSizeOpt;GVN;ImpossiblePredicates;Inline;JumpThreading;UnreachableEnumBranching,2addr-hack;block-placement;branch-fold;cgp-delete-phis;cgp-ext-ld-promotion;cgp-gc-opts;complex-addr-modes;dfa-sched;early-ifcvt;icp;ifcvt-forked-diamond;ifcvt-triangle;interleaved-load-combine;licm-promotion;loop-level-heuristics;memop-opt;nounwind-inference;ondemand-mds-loading;postra-machine-sink;tail-duplicate;thinlto-funcattrs;vp
491,RANDOM_CONFIG_0491,6,23,EarlyOtherwiseBranch;EnumSizeOpt;ForceInline;GVN;ImpossiblePredicates;InstSimplify-before-inline,adv-copy-opt;binop-extract-shuffle;cgp-gc-opts;cgp-select2branch;constant-hoisting;copyprop;early-taildup;gep-const-evaluation;ifcvt-triangle-false;ifcvt-triangle-rev;loop-idiom-vectorize-all;machine-dce;machine-sink;mergeicmps;partial-inlining;partial-libcall-inlining;phi-elim-edge-splitting;preinline;sample-loader-inlining;spill-fusing;tail-duplicate;thinlto-funcattrs;whole-program-visibility
492,RANDOM_CONFIG_0492,5,22,DeadStoreElimination-final;EnumSizeOpt;MatchBranchSimplification;ScalarReplacementOfAggregates;SingleUseConsts,2addr-hack;advanced-peeling;block-placement;chr;dfa-sched;early-ifcvt;early-taildup;ifcvt-triangle;interleaved-load-combine;layout-fsprofile-loader;licm-promotion;ondemand-mds-loading;phi-elim-edge-splitting;post-ra;postra-machine-licm;ra-fsprofile-loader;sample-loader-inlining;separate-const-offset-from-gep;tail-calls;tail-duplicate;type-promotion;vector-combine
493,RANDOM_CONFIG_0493,5,26,DataflowConstProp;DeadStoreElimination-final;GVN;Inline;SingleUseConsts,2addr-hack;advanced-peeling;auto-upgrade-debug-info;cgp;cgp-select2branch;cleanups;copyprop;early-ifcvt;early-taildup;expand-reductions;gep-const-evaluation;global-outlining;i2p-p2i-opt;ifcvt-forked-diamond;ifcvt-simple;ifcvt-triangle-false;layout-fsprofile-loader;licm-promotion;lsr;machine-dce;non-allocatable-phys-copy-opt;partial-libcall-inlining;separate-const-offset-from-gep;strictnode-mutation;vp;whole-program-visibility
494,RANDOM_CONFIG_0494,6,22,CopyProp;EnumSizeOpt;InstSimplify-after-simplifycfg;JumpThreading;ReferencePropagation;ScalarReplacementOfAggregates,adv-copy-opt;auto-upgrade-debug-info;cgdata-for-merging;cgp-branch-opts;cgp-store-extract;early-ifcvt;global-outlining;ifcvt-forked-diamond;ifcvt-triangle-false;ifcvt-triangle-rev;last-run-tracking;layout-fsprofile-loader;licm-promotion;loop-level-heuristics;lsr;non-allocatable-phys-copy-opt;phi-elim-edge-splitting;preheader-prot;replace-with-vec-lib;ssc;vector-combine;whole-program-visibility
495,RANDOM_CONFIG_0495,6,18,DataflowConstProp;DeadStoreElimination-final;InstSimplify-before-inline;JumpThreading;ReferencePropagation;SingleUseConsts,bitcode-version-upgrade;cgdata-for-merging;cgp;cleanups;constant-hoisting;dfa-sched;early-taildup;global-outlining;icp;ifcvt-forked-diamond;ifcvt-simple;ifcvt-triangle-rev;licm-promotion;phi-elim-edge-splitting;replace-with-vec-lib;sample-loader-inlining;ssc;tail-duplicate
496,RANDOM_CONFIG_0496,7,24,DeadStoreElimination-final;DestinationPropagation;EnumSizeOpt;ImpossiblePredicates;MatchBranchSimplification;ReferencePropagation;UnreachableEnumBranching,advanced-peeling;auto-upgrade-debug-info;block-placement;cfi-fixup;cgp-delete-phis;cgp-store-extract;constant-hoisting;global-outlining;i2p-p2i-opt;ifcvt-diamond;last-run-tracking;layout-fsprofile-loader;loop-idiom-vectorize-bytecmp;memop-opt;nofree-inference;partial-libcall-inlining;peephole;phi-elim-edge-splitting;postra-machine-sink;preheader-prot;ra-fsprofile-loader;ssc;tail-duplicate;type-promotion
497,RANDOM_CONFIG_0497,8,21,DataflowConstProp;EarlyOtherwiseBranch;ForceInline;InstSimplify-before-inline;MatchBranchSimplification;ReferencePropagation;UnreachableEnumBranching;UnreachablePropagation,advanced-peeling;cgdata-for-merging;cgp-select2branch;ifcvt-simple-false;last-run-tracking;loop-level-heuristics;machine-dce;machine-sink;non-allocatable-phys-copy-opt;nounwind-inference;postra-machine-licm;postra-machine-sink;preinline;replace-with-vec-lib;sample-loader-inlining;ssc;tail-calls;type-promotion;vector-combine;vp;whole-program-visibility
498,RANDOM_CONFIG_0498,3,32,CopyProp;MatchBranchSimplification;ReferencePropagation,adv-copy-opt;binop-extract-shuffle;branch-fold;cgp;cgp-delete-phis;cgp-ext-ld-promotion;cgp-store-extract;chr;cleanups;demotion;icp;ifcvt-diamond;ifcvt-simple;ifcvt-triangle-false;ifcvt-triangle-rev;interleaved-load-combine;layout-fsprofile-loader;lftr;lsr;machine-cse;machine-dce;mergeicmps;nofree-inference;partial-inlining;phi-elim-edge-splitting;postra-machine-sink;preinline;replace-with-vec-lib;sample-loader-inlining;spill-fusing;vp;whole-program-visibility
499,RANDOM_CONFIG_0499,7,27,CopyProp;DataflowConstProp;DeadStoreElimination-initial;DestinationPropagation;EnumSizeOpt;Inline;InstSimplify-before-inline,cgdata-for-merging;cgp-branch-opts;cgp-store-extract;complex-addr-modes;constant-hoisting;i2p-p2i-opt;ifcvt-diamond;ifcvt-triangle-false;layout-fsprofile-loader;lftr;licm-promotion;loop-idiom-vectorize-bytecmp;loop-level-heuristics;machine-sink;mergeicmps;ondemand-mds-loading;phi-elim-edge-splitting;post-ra;postra-machine-sink;preheader-prot;preinline;ra-fsprofile-loader;replace-with-vec-lib;sample-loader-inlining;select-optimize;tail-calls;vector-combine
500,RANDOM_CONFIG_0500,6,20,DeadStoreElimination-final;Inline;MatchBranchSimplification;ReferencePropagation;ScalarReplacementOfAggregates;SingleUseConsts,advanced-peeling;binop-extract-shuffle;branch-fold;cfi-fixup;cgp-delete-phis;cgp-gc-opts;cgp-select2branch;chr;constant-hoisting;loop-idiom-vectorize-bytecmp;lsr;machine-sink;non-allocatable-phys-copy-opt;promote-alloca-to-vector;ra-fsprofile-loader;replace-with-vec-lib;spill-fusing;type-promotion;vector-combine;vp
501,RANDOM_CONFIG_0501,7,20,DataflowConstProp;DeadStoreElimination-final;DestinationPropagation;EnumSizeOpt;InstSimplify-after-simplifycfg;JumpThreading;MatchBranchSimplification,2addr-hack;cfi-fixup;cgp-store-extract;global-outlining;icp;ifcvt-forked-diamond;ifcvt-simple-false;licm-promotion;lsr;machine-cse;mr-partial-inlining;nofree-inference;ondemand-mds-loading;peephole;postra-machine-sink;preinline;ra-fsprofile-loader;select-optimize;spill-fusing;type-promotion
502,RANDOM_CONFIG_0502,5,22,DeadStoreElimination-initial;DestinationPropagation;EarlyOtherwiseBranch;Inline;UnreachablePropagation,2addr-hack;advanced-peeling;cgp-ext-ld-promotion;cgp-gc-opts;cgp-store-extract;constant-hoisting;demotion;early-taildup;ifcvt-simple;layout-fsprofile-loader;licm-promotion;loop-level-heuristics;machine-dce;machine-sink;non-allocatable-phys-copy-opt;nounwind-inference;partial-inlining;postra-machine-sink;sample-loader-inlining;select-optimize;ssc;strictnode-mutation
503,RANDOM_CONFIG_0503,7,23,DataflowConstProp;DeadStoreElimination-final;DestinationPropagation;EnumSizeOpt;ImpossiblePredicates;JumpThreading;SingleUseConsts,adv-copy-opt;cfi-fixup;cgp-branch-opts;cgp-ext-ld-promotion;cleanups;complex-addr-modes;constant-hoisting;demotion;expand-reductions;icp;ifcvt-diamond;ifcvt-triangle;lftr;loop-idiom-vectorize-all;loop-level-heuristics;lsr;partial-inlining;preheader-prot;preinline;promote-alloca-to-vector;sample-loader-inlining;strictnode-mutation;type-promotion
504,RANDOM_CONFIG_0504,7,24,DataflowConstProp;EarlyOtherwiseBranch;InstSimplify-before-inline;JumpThreading;ReferencePropagation;ScalarReplacementOfAggregates;SingleUseConsts,advanced-peeling;block-placement;cgp;cgp-select2branch;cgp-store-extract;cleanups;complex-addr-modes;copyprop;gep-const-evaluation;ifcvt-diamond;ifcvt-triangle;ifcvt-triangle-rev;interleaved-load-combine;licm-promotion;lsr;machine-dce;partial-inlining;peephole;phi-elim-edge-splitting;promote-alloca-to-vector;replace-with-vec-lib;select-optimize;separate-const-offset-from-gep;ssc
505,RANDOM_CONFIG_0505,6,23,DataflowConstProp;DestinationPropagation;EarlyOtherwiseBranch;ImpossiblePredicates;ScalarReplacementOfAggregates;UnreachablePropagation,bitcode-version-upgrade;cgp-delete-phis;cgp-gc-opts;complex-addr-modes;constant-hoisting;early-ifcvt;expand-reductions;gep-const-evaluation;ifcvt-diamond;ifcvt-forked-diamond;ifcvt-triangle;ifcvt-triangle-false;interleaved-load-combine;loop-idiom-vectorize-all;lsr;machine-licm;partial-inlining;preheader-prot;promote-alloca-to-vector;spill-fusing;tail-calls;tail-duplicate;vector-combine
506,RANDOM_CONFIG_0506,4,24,DestinationPropagation;ForceInline;ReferencePropagation;UnreachableEnumBranching,adv-copy-opt;advanced-peeling;cgp;cgp-delete-phis;cleanups;complex-addr-modes;constant-hoisting;copyprop;expand-reductions;global-outlining;ifcvt-forked-diamond;ifcvt-triangle;machine-sink;nofree-inference;partial-inlining;partial-libcall-inlining;peephole;preheader-prot;preinline;ra-fsprofile-loader;tail-calls;thinlto-funcattrs;type-promotion;whole-program-visibility
507,RANDOM_CONFIG_0507,9,24,DataflowConstProp;DeadStoreElimination-initial;EnumSizeOpt;ForceInline;Inline;InstSimplify-after-simplifycfg;JumpThreading;MatchBranchSimplification;ReferencePropagation,advanced-peeling;binop-extract-shuffle;cgdata-for-merging;cgp-delete-phis;cleanups;constant-hoisting;demotion;dfa-sched;early-taildup;global-outlining;i2p-p2i-opt;ifcvt-diamond;ifcvt-triangle;last-run-tracking;lftr;loop-idiom-vectorize-all;loop-idiom-vectorize-bytecmp;machine-dce;nofree-inference;non-allocatable-phys-copy-opt;postra-machine-sink;replace-with-vec-lib;sample-loader-inlining;select-optimize
508,RANDOM_CONFIG_0508,5,25,DestinationPropagation;EarlyOtherwiseBranch;GVN;MatchBranchSimplification;UnreachableEnumBranching,auto-upgrade-debug-info;block-placement;cfi-fixup;cgdata-for-merging;complex-addr-modes;early-ifcvt;global-outlining;i2p-p2i-opt;ifcvt-forked-diamond;ifcvt-simple-false;interleaved-load-combine;licm-promotion;loop-idiom-vectorize-all;loop-idiom-vectorize-bytecmp;loop-level-heuristics;machine-cse;machine-dce;memop-opt;mergeicmps;non-allocatable-phys-copy-opt;ondemand-mds-loading;replace-with-vec-lib;tail-calls;thinlto-funcattrs;vp
509,RANDOM_CONFIG_0509,6,19,DeadStoreElimination-final;DeadStoreElimination-initial;DestinationPropagation;Inline;ScalarReplacementOfAggregates;SingleUseConsts,advanced-peeling;cgp;cgp-store-extract;dfa-sched;expand-reductions;gep-const-evaluation;ifcvt-triangle-rev;layout-fsprofile-loader;licm-promotion;loop-idiom-vectorize-all;loop-level-heuristics;machine-licm;machine-sink;mr-partial-inlining;phi-elim-edge-splitting;preheader-prot;sample-loader-inlining;tail-calls;whole-program-visibility
510,RANDOM_CONFIG_0510,4,27,DestinationPropagation;GVN;Inline;UnreachablePropagation,auto-upgrade-debug-info;block-placement;cgp;cgp-branch-opts;cgp-delete-phis;cgp-ext-ld-promotion;cgp-select2branch;chr;dfa-sched;expand-reductions;global-outlining;ifcvt-simple-false;ifcvt-triangle-false;ifcvt-triangle-rev;last-run-tracking;lsr;machine-sink;mergeicmps;nofree-inference;partial-inlining;post-ra;postra-machine-sink;preheader-prot;ra-fsprofile-loader;separate-const-offset-from-gep;strictnode-mutation;type-promotion
511,RANDOM_CONFIG_0511,6,31,CopyProp;DeadStoreElimination-final;DestinationPropagation;EarlyOtherwiseBranch;InstSimplify-after-simplifycfg;ReferencePropagation,adv-copy-opt;auto-upgrade-debug-info;cgdata-for-merging;cgp-delete-phis;cgp-ext-ld-promotion;cgp-select2branch;chr;complex-addr-modes;demotion;gep-const-evaluation;ifcvt-triangle-false;ifcvt-triangle-rev;last-run-tracking;lsr;machine-sink;memop-opt;mergeicmps;nofree-inference;partial-libcall-inlining;phi-elim-edge-splitting;post-ra;preheader-prot;preinline;promote-alloca-to-vector;ra-fsprofile-loader;separate-const-offset-from-gep;spill-fusing;strictnode-mutation;tail-calls;tail-duplicate;thinlto-funcattrs
512,RANDOM_CONFIG_0512,4,26,DeadStoreElimination-initial;EnumSizeOpt;Inline;UnreachablePropagation,auto-upgrade-debug-info;binop-extract-shuffle;bitcode-version-upgrade;branch-fold;cfi-fixup;cgp-ext-ld-promotion;dfa-sched;early-taildup;global-outlining;ifcvt-forked-diamond;interleaved-load-combine;lftr;machine-cse;machine-dce;memop-opt;mergeicmps;nofree-inference;nounwind-inference;partial-inlining;partial-libcall-inlining;phi-elim-edge-splitting;postra-machine-sink;preinline;promote-alloca-to-vector;ra-fsprofile-loader;separate-const-offset-from-gep
513,RANDOM_CONFIG_0513,4,17,CopyProp;DeadStoreElimination-final;ForceInline;InstSimplify-before-inline,cgdata-for-merging;cgp;chr;expand-reductions;ifcvt-diamond;ifcvt-simple-false;layout-fsprofile-loader;loop-idiom-vectorize-all;loop-level-heuristics;machine-sink;nofree-inference;postra-machine-sink;promote-alloca-to-vector;replace-with-vec-lib;select-optimize;ssc;tail-duplicate
514,RANDOM_CONFIG_0514,2,11,EarlyOtherwiseBranch;UnreachablePropagation,cgdata-for-merging;cgp-ext-ld-promotion;early-taildup;gep-const-evaluation;ifcvt-diamond;interleaved-load-combine;licm-promotion;loop-level-heuristics;machine-cse;postra-machine-sink;strictnode-mutation
515,RANDOM_CONFIG_0515,11,31,CopyProp;DataflowConstProp;DeadStoreElimination-initial;EnumSizeOpt;GVN;ImpossiblePredicates;InstSimplify-before-inline;MatchBranchSimplification;ScalarReplacementOfAggregates;SingleUseConsts;UnreachableEnumBranching,2addr-hack;advanced-peeling;binop-extract-shuffle;branch-fold;cfi-fixup;cgp-gc-opts;cgp-select2branch;cleanups;constant-hoisting;demotion;dfa-sched;early-ifcvt;early-taildup;gep-const-evaluation;i2p-p2i-opt;ifcvt-diamond;ifcvt-triangle;ifcvt-triangle-false;layout-fsprofile-loader;loop-idiom-vectorize-bytecmp;machine-cse;machine-sink;memop-opt;non-allocatable-phys-copy-opt;peephole;post-ra;ra-fsprofile-loader;sample-loader-inlining;tail-duplicate;type-promotion;vector-combine
516,RANDOM_CONFIG_0516,10,29,CopyProp;DeadStoreElimination-initial;DestinationPropagation;ImpossiblePredicates;Inline;JumpThreading;MatchBranchSimplification;ScalarReplacementOfAggregates;SingleUseConsts;UnreachableEnumBranching,block-placement;cgp-branch-opts;cgp-store-extract;chr;complex-addr-modes;constant-hoisting;copyprop;demotion;early-taildup;global-outlining;icp;ifcvt-diamond;ifcvt-forked-diamond;ifcvt-triangle;loop-level-heuristics;lsr;machine-cse;machine-dce;memop-opt;mergeicmps;non-allocatable-phys-copy-opt;partial-inlining;peephole;postra-machine-licm;preinline;promote-alloca-to-vector;spill-fusing;tail-duplicate;vector-combine
517,RANDOM_CONFIG_0517,6,25,DeadStoreElimination-final;DestinationPropagation;ImpossiblePredicates;Inline;InstSimplify-after-simplifycfg;JumpThreading,2addr-hack;adv-copy-opt;advanced-peeling;binop-extract-shuffle;cgp;cgp-select2branch;chr;cleanups;early-taildup;icp;ifcvt-forked-diamond;ifcvt-simple;ifcvt-triangle;lftr;loop-idiom-vectorize-all;lsr;machine-cse;machine-dce;mergeicmps;mr-partial-inlining;nounwind-inference;post-ra;sample-loader-inlining;vp;whole-program-visibility
